,shooterPlayerId,shooterName,xG2
113,8481167.0,Brayden Pachal,2.685539
232,8476462.0,Dougie Hamilton,2.6772816
262,8473446.0,Erik Johnson,2.6268907
367,8478424.0,Jansen Harkins,2.6194522
518,8474568.0,Luke Schenn,2.6081069
306,8480950.0,Ilya Lyubushkin,2.6039348
201,8477541.0,Dakota Mermis,2.570488
842,8477845.0,Trevor van Riemsdyk,2.5678885
674,8478430.0,Oliver Kylington,2.5674186
472,8479291.0,Kevin Rooney,2.5503178
361,8482142.0,Jamie Drysdale,2.5431776
304,8474013.0,Ian Cole,2.496877
301,8481567.0,Henry Thrun,2.4912844
415,8475750.0,Jon Merrill,2.4728136
134,8476934.0,Brock McGinn,2.4643056
259,8475790.0,Erik Gudbranson,2.4637597
145,8475177.0,Calvin de Haan,2.4596765
334,8481422.0,Jacob Lucchini,2.4565153
868,8481617.0,Vasily Podkolzin,2.401119
161,8475690.0,Chris Tanev,2.3975513
78,8479536.0,Axel Jonsson-Fjallby,2.3777044
249,8481178.0,Egor Zamula,2.3599133
116,8482153.0,Brendan Brisson,2.349725
258,8478416.0,Erik Cernak,2.3192763
721,8480845.0,Rasmus Kupari,2.3180566
179,8478400.0,Colin White,2.277014
530,8474618.0,Marco Scandella,2.2606947
467,8480860.0,Kevin Bahl,2.237213
565,8482460.0,Matt Rempe,2.2359018
762,8482858.0,Ryker Evans,2.231934
23,8471274.0,Alex Goligoski,2.2208586
204,8482624.0,Daniil Miromanov,2.2023191
902,8481708.0,Zac Jones,2.1703405
722,8477499.0,Rasmus Ristolainen,2.1681247
831,8477950.0,Tony DeAngelo,2.1256046
273,8480078.0,Filip Chytil,2.0766585
178,8476525.0,Colin Miller,2.0536878
219,8478495.0,Denis Gurianov,2.0466006
390,8479344.0,Jesse Puljujarvi,2.0192354
328,8480021.0,Jack Studnicka,2.0120254
224,8476913.0,Devin Shore,2.0026562
377,8481593.0,Jayden Struble,2.002496
726,8479514.0,Rem Pitlick,1.9871981
781,8481059.0,Scott Perunovich,1.982203
564,8476442.0,Matt Nieto,1.9745518
864,8480001.0,Urho Vaakanainen,1.969794
814,8475791.0,Taylor Hall,1.9519845
218,8480990.0,Declan Chisholm,1.9474268
357,8480468.0,James Hamblin,1.944179
69,8482964.0,Arber Xhekaj,1.9308695
230,8476952.0,Dominic Toninato,1.9266547
309,8482192.0,Isaak Phillips,1.9117657
294,8480184.0,Gustav Lindstrom,1.8838826
366,8475825.0,Jani Hakanpaa,1.867884
800,8481122.0,Simon Benoit,1.8602948
34,8481532.0,Alex Turcotte,1.8266497
834,8478408.0,Travis Dermott,1.8151796
789,8480222.0,Sebastian Aho,1.7821981
537,8470966.0,Mark Giordano,1.7781433
395,8484314.0,Jiri Smejkal,1.7742655
671,8482803.0,Olen Zellweger,1.7634771
265,8478451.0,Ethan Bear,1.743121
481,8477073.0,Kurtis MacDermid,1.7332243
575,8480807.0,Mattias Samuelsson,1.7194793
358,8482744.0,James Malatesta,1.7118704
436,8477384.0,Josh Brown,1.7054645
487,8482172.0,Landon Slaggert,1.7044287
879,8476994.0,Vinnie Hinostroza,1.7042953
429,8480887.0,Jordan Harris,1.6967275
152,8477369.0,Carson Soucy,1.6955695
708,8480058.0,Pierre-Olivier Joseph,1.6940154
915,8479772.0,Zack MacEwen,1.6926743
875,8479576.0,Vincent Desharnais,1.6629326
668,8478454.0,Noah Juulsen,1.6238424
84,8483570.0,Ben Meyers,1.619791
885,8484325.0,Waltteri Merela,1.6136922
52,8477971.0,Andreas Englund,1.5782827
190,8476473.0,Connor Murphy,1.5673128
641,8473563.0,Nicklas Backstrom,1.5618345
599,8482451.0,Mikael Pyyhtia,1.5597997
332,8480879.0,Jacob Bernard-Docker,1.5519257
5,8477454.0,Adam Erne,1.5462761
111,8482730.0,Brandt Clarke,1.5427905
551,8479972.0,Mason Shaw,1.5232072
893,8479367.0,William Lockwood,1.4807497
511,8480843.0,Lukas Dostal,1.4670229
76,8475766.0,Austin Watson,1.4663223
369,8474716.0,Jared Spurgeon,1.4435719
137,8475278.0,Byron Froese,1.4428576
527,8471686.0,Marc Staal,1.4310404
748,8481564.0,Ryan Johnson,1.4309794
833,8476329.0,Travis Boyd,1.4145749
568,8482516.0,Matthew Kessel,1.4043124
835,8474612.0,Travis Hamonic,1.380318
460,8481527.0,Kaedan Korczak,1.356021
795,8483524.0,Shane Wright,1.3390234
103,8482061.0,Brandon Biro,1.3348975
211,8483460.0,David Jiricek,1.3327571
779,8476429.0,Scott Mayfield,1.3107163
58,8479369.0,Andrew Peeke,1.300159
95,8481524.0,Bowen  Byram,1.2944832
221,8475762.0,Derek Forbort,1.2557086
29,8479423.0,Alex Nylander,1.2554492
220,8478502.0,Dennis Gilbert,1.2199624
768,8484258.0,Sam Malinski,1.2135669
798,8480776.0,Sheldon Rempal,1.2035556
64,8478409.0,Anthony Richard,1.2015976
420,8481013.0,Jonatan Berggren,1.1819613
59,8481065.0,Angus Crookshank,1.1807679
141,8478452.0,Caleb Jones,1.1785365
194,8479982.0,Conor Timmins,1.1764842
2,8481550.0,Adam Beckman,1.167959
438,8479372.0,Josh Mahura,1.1678388
493,8480853.0,Liam Foudy,1.1614836
654,8479458.0,Nikita Zaitsev,1.155105
410,8481206.0,John Ludvig,1.1403632
865,8484304.0,Uvis Balinskis,1.1372592
843,8480441.0,Trey Fix-Wolansky,1.1258471
298,8477938.0,Haydn Fleury,1.1211072
774,8481541.0,Samuel Bolduc,1.1139802
737,8481521.0,Ronnie Attard,1.0867133
583,8478051.0,Max Willman,1.0835027
633,8480084.0,Nick DeSimone,1.0815951
524,8482177.0,Marat Khusnutdinov,1.0810312
906,8482784.0,Zach Dean,1.0573534
613,8478477.0,Mitchell Stephens,1.0521204
686,8478450.0,Parker Wotherspoon,1.0357459
151,8480292.0,Carson Meyer,1.0233126
496,8481024.0,Linus Karlsson,1.0205153
648,8481543.0,Nikita Alexandrov,1.0131345
626,8477464.0,Nic Petan,1.0055535
892,8478021.0,William Lagesson,1.0024006
849,8480834.0,Ty Emberson,0.98216033
163,8475780.0,Chris Wagner,0.97854084
156,8477244.0,Chad Ruhwedel,0.9762654
550,8481462.0,Mason Morelli,0.96110904
432,8477851.0,Jordan Oesterle,0.9519292
402,8477810.0,Joel Hanley,0.9489289
844,8477465.0,Tristan Jarry,0.9460248
172,8481043.0,Cole Koepke,0.93813455
371,8475797.0,Jarred Tinordi,0.9254764
503,8479378.0,Logan Stanley,0.91020036
278,8483493.0,Frank Nazar,0.87108403
180,8484911.0,Collin Graf,0.851474
522,8482713.0,Mackie Samoskevich,0.80029976
376,8477034.0,Jaycob Megna,0.7881016
765,8482118.0,Sam Colangelo,0.7807094
801,8482762.0,Simon Edvinsson,0.77653295
608,8483597.0,Milos Kelemen,0.7735018
408,8475906.0,John Klingberg,0.76952326
761,8482751.0,Ryan Winterton,0.7677519
106,8479330.0,Brandon Gignac,0.76234394
730,8479362.0,Riley Tufte,0.75954354
422,8480836.0,Jonathan Gruden,0.7588688
896,8482176.0,Wyatt Kaiser,0.7495019
352,8481592.0,Jakob Pelletier,0.74712694
513,8481751.0,Lukas Rousek,0.7470282
37,8480823.0,Alexander Alexeyev,0.73132724
651,8481754.0,Nikita Nesterenko,0.72772837
495,8483499.0,Liam Ohgren,0.7061019
17,8480851.0,Akil Thomas,0.7022973
498,8474053.0,Logan Couture,0.69146323
805,8481056.0,Spencer Stastney,0.6893113
452,8475718.0,Justin Holl,0.6610373
504,8478011.0,Louie Belpedio,0.6554844
775,8481239.0,Samuel Fagemo,0.6445121
199,8482094.0,Daemon Hunt,0.64098233
732,8474145.0,Robert Bortuzzo,0.6406212
536,8478017.0,Mark Friedman,0.6340118
793,8480032.0,Shane Bowers,0.6162573
500,8483012.0,Logan Morrison,0.6135327
255,8482929.0,Emil Martinsen Lilleberg,0.61088204
4,8481726.0,Adam Edstrom,0.6096937
311,8482765.0,Isak Rosen,0.6091853
758,8478854.0,Ryan Shea,0.6060166
860,8481006.0,Tyler Tucker,0.60251313
688,8477887.0,Patrick Brown,0.60069525
913,8477482.0,Zachary Sanford,0.59448016
845,8483482.0,Tristan Luneau,0.59408844
777,8481701.0,Santeri Hatakka,0.5935454
254,8482929.0,Emil Lilleberg,0.59062344
291,8480844.0,Grigori Denisenko,0.5731872
337,8480216.0,Jacob Peterson,0.5607064
333,8480196.0,Jacob Bryson,0.5496762
280,8483489.0,Fraser Minten,0.54819584
735,8482162.0,Roby Jarventie,0.5468592
20,8479718.0,Alex Barr-Boulet,0.5410364
578,8480031.0,Max Comtois,0.5229378
630,8483565.0,Nick Blankenburg,0.50628483
205,8482101.0,Danil Gushchin,0.4932076
305,8480070.0,Ian Mitchell,0.4929503
670,8481518.0,Nolan Foote,0.47219336
567,8478146.0,Matthew Highmore,0.45673084
709,8483920.0,Pierrick Dube,0.43805873
697,8483630.0,Pavol Regenda,0.43069652
340,8474596.0,Jake Allen,0.4288999
373,8484255.0,Jason Polin,0.42468494
525,8481743.0,Marc Del Gaizo,0.41874975
342,8481161.0,Jake Christiansen,0.40742695
585,8481719.0,Maxwell Crozier,0.40641722
303,8481070.0,Hugh McGing,0.40258414
557,8476988.0,Matt Benning,0.4015957
336,8479421.0,Jacob Moverare,0.39674777
70,8483395.0,Arshdeep Bains,0.3873213
577,8482145.0,Mavrik Bourque,0.3787747
122,8482747.0,Brennan Othmann,0.37196007
916,8482859.0,Zack Ostapchuk,0.3690787
11,8483609.0,Adam Klapka,0.36255246
450,8475413.0,Justin Dowling,0.35155305
521,8476907.0,Mackenzie MacEachern,0.3430399
100,8484203.0,Bradly Nadeau,0.3403071
508,8479321.0,Lucas Johansen,0.33847225
327,8481030.0,Jack St. Ivany,0.32795888
782,8477149.0,Scott Sabourin,0.32761088
391,8481058.0,Jesse Ylnen,0.32481945
679,8484259.0,Ondrej Pavel,0.3224224
308,8482470.0,Ilya Solovyov,0.31716266
488,8483457.0,Lane Hutson,0.3148778
380,8482147.0,Jean-Luc Foudy,0.3083409
718,8481534.0,Raphael Lavoie,0.28485408
510,8482141.0,Lukas Cormier,0.28396675
584,8481679.0,Maxence Guenette,0.27962187
32,8482634.0,Alex Steeves,0.27806222
505,8481806.0,Louis Crevier,0.27439582
289,8481578.0,Graeme Clarke,0.2681165
286,8483567.0,Georgii Merkulov,0.2647285
854,8482095.0,Tyler Kleven,0.255706
297,8479522.0,Hardy Haman Aktell,0.2390784
409,8481077.0,John Leonard,0.2375036
144,8480157.0,Calle Rosen,0.23223968
426,8479533.0,Joona Koppanen,0.22195539
656,8481812.0,Nikolai Knyzhov,0.22035022
699,8481598.0,Philip Broberg,0.21806878
733,8477462.0,Robert Hagg,0.21348923
773,8480267.0,Sammy Walker,0.21193142
526,8483397.0,Marc McLaughlin,0.20911622
330,8482809.0,Jackson Blake,0.20831724
476,8481523.0,Kirby Dach,0.2058265
248,8481585.0,Egor Afanasyev,0.20446253
780,8482666.0,Scott Morrow,0.19861239
293,8480184.0,Gustav Lindstrm,0.19666317
534,8480226.0,Marian Studenic,0.19599637
506,8483432.0,Luca Del Bel Belluz,0.19519565
198,8483445.0,Cutter Gauthier,0.1935884
131,8483531.0,Brian Halonen,0.1931664
882,8481609.0,Vladislav Kolyachonok,0.18497029
876,8482861.0,Vincent Iorio,0.18409887
127,8479419.0,Brett Murray,0.18346895
649,8482787.0,Nikita Chibrikov,0.17822489
174,8481655.0,Cole Schwindt,0.1773005
365,8475825.0,Jani Hakanp,0.17421073
507,8483549.0,Lucas Condotta,0.16348335
702,8479026.0,Philippe Myers,0.16256247
9,8480874.0,Adam Ginning,0.16177267
792,8482166.0,Shakir Mukhamadullin,0.16106373
903,8479944.0,Zach Aston-Reese,0.15665671
253,8482476.0,Emil Heineman,0.15375416
455,8482088.0,Justin Sourdif,0.14656785
463,8479348.0,Kale Clague,0.13812542
742,8481016.0,Ruslan Iskhakov,0.13173777
499,8482733.0,Logan Mailloux,0.12517555
8,8478874.0,Adam Gaudette,0.12507336
453,8477993.0,Justin Kirkland,0.12235292
363,8480890.0,Jan Jenik,0.12233925
41,8475755.0,Alexander Petrovic,0.12199961
329,8482144.0,Jack Thompson,0.119144514
92,8478147.0,Bokondji Imama,0.1164307
284,8482201.0,Gage Goncalves,0.113922656
385,8480280.0,Jeremy Swayman,0.111178875
97,8483471.0,Brad Lambert,0.10455942
288,8478446.0,Glenn Gawdin,0.09759105
898,8482165.0,Yan Kuznetsov,0.09749491
869,8482102.0,Vasily Ponomarev,0.0963915
378,8477126.0,Jayson Megna,0.095665075
129,8478881.0,Brett Seney,0.08180944
223,8476884.0,Derrick Pouliot,0.07187854
243,8475795.0,Dylan McIlrath,0.06932274
606,8473473.0,Milan Lucic,0.058523707
237,8479639.0,Dylan Coghlan,0.048979953
872,8481599.0,Victor Soderstrom,0.04871576
769,8481591.0,Sam Poulin,0.046823237
139,8479985.0,Cale Fleury,0.042791195
680,8482712.0,Oskar Olausson,0.038331613
851,8481690.0,Tyler Angle,0.03679417
523,8483763.0,Maksymilian Szuber,0.035934344
276,8483619.0,Filip Roos,0.03110312
912,8482737.0,Zachary Bolduc,0.02835637
217,8483398.0,Declan Carlile,0.028071297
659,8484321.0,Nikolas Matinpalo,0.027691634
394,8483468.0,Jiri Kulich,0.026771078
542,8483546.0,Marshall Rifai,0.025127985
729,8474062.0,Riley Nash,0.024474626
407,8477401.0,John Hayden,0.018484712
149,8480075.0,Cameron Crotty,0.0178633
825,8481600.0,Tobias Bjornfot,0.017701244
187,8482067.0,Connor Mackey,0.014871996
690,8484326.0,Patrik Koch,0.011209503
65,8476932.0,Anthony Stolarz,0.009332941
290,8480306.0,Grant Hutton,0.0072776554
443,8476915.0,Jujhar Khaira,0.0058280574
66,8477320.0,Anton Blidh,0.005503681
657,8481042.0,Nikolai Kovalenko,0.004798363
581,8479320.0,Max Lajoie,0.004515986
